,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Everybody Talks___Neon Trees,0.471,0.924,8,-3.906,1,0.0586,0.00301,0,0.313,0.725,154.961,audio_features,2iUmqdfGZcHIhS3b9E9EWq,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,https://api.spotify.com/v1/tracks/2iUmqdfGZcHIhS3b9E9EWq,https://api.spotify.com/v1/audio-analysis/2iUmqdfGZcHIhS3b9E9EWq,177280,4,Picture Show,0uRFz92JmjwDbZbB7hEBIr
I Miss You (feat. Julia Michaels)___Clean Bandit,0.693,0.624,0,-7.482,0,0.0448,0.299,7.64e-06,0.0955,0.369,105.002,audio_features,0Ult84lvFuqNvbyXwyRQ58,spotify:track:0Ult84lvFuqNvbyXwyRQ58,https://api.spotify.com/v1/tracks/0Ult84lvFuqNvbyXwyRQ58,https://api.spotify.com/v1/audio-analysis/0Ult84lvFuqNvbyXwyRQ58,205987,4,What Is Love? (Deluxe Edition),1MvF4ulZKH7SaDQs9rE5nc
The One That Got Away___Katy Perry,0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,audio_features,4uQY80TKE1u4ZQZQKHzVEi,spotify:track:4uQY80TKE1u4ZQZQKHzVEi,https://api.spotify.com/v1/tracks/4uQY80TKE1u4ZQZQKHzVEi,https://api.spotify.com/v1/audio-analysis/4uQY80TKE1u4ZQZQKHzVEi,227333,4,Teenage Dream,06SY6Ke6mXzZHhURLVU57R
Party___Bad Bunny,0.573,0.63,1,-8.389,1,0.105,0.189,2.31e-05,0.259,0.218,77.525,audio_features,4F7A0DXBrmUAkp32uenhZt,spotify:track:4F7A0DXBrmUAkp32uenhZt,https://api.spotify.com/v1/tracks/4F7A0DXBrmUAkp32uenhZt,https://api.spotify.com/v1/audio-analysis/4F7A0DXBrmUAkp32uenhZt,249213,4,Starboy,2ODvWsOgouMbaA5xf0RkJe
Zehnaseeb___Vishal-Shekhar,0.623,0.595,7,-6.342,1,0.0331,0.361,0.000136,0.353,0.418,78.029,audio_features,3xF15SqY32Mno3UUMBirhU,spotify:track:3xF15SqY32Mno3UUMBirhU,https://api.spotify.com/v1/tracks/3xF15SqY32Mno3UUMBirhU,https://api.spotify.com/v1/audio-analysis/3xF15SqY32Mno3UUMBirhU,217440,4,Hasee Toh Phasee (Original Motion Picture Soundtrack),3PxXJhlxSQkj8JO7IXy0FE
Can't Get This Right___Russ,0.713,0.65,10,-7.112,1,0.265,0.849,0.00396,0.102,0.343,93.089,audio_features,2u38tTBCk0OBbjLBM9GoBU,spotify:track:2u38tTBCk0OBbjLBM9GoBU,https://api.spotify.com/v1/tracks/2u38tTBCk0OBbjLBM9GoBU,https://api.spotify.com/v1/audio-analysis/2u38tTBCk0OBbjLBM9GoBU,145806,4,Can't Get This Right,6OQg7gd7Y0E6f8Gp8LQ1uN
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)___Lil Wayne",0.502,0.786,9,-4.378,0,0.317,0.255,0,0.65,0.739,169.021,audio_features,4dASQiO1Eoo3RJvt74FtXB,spotify:track:4dASQiO1Eoo3RJvt74FtXB,https://api.spotify.com/v1/tracks/4dASQiO1Eoo3RJvt74FtXB,https://api.spotify.com/v1/audio-analysis/4dASQiO1Eoo3RJvt74FtXB,243491,4,Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),704GHNtZhEe9TBgleCNNGv
Want You Back___5 Seconds of Summer,0.618,0.867,0,-4.915,1,0.0439,0.00699,1.03e-06,0.202,0.579,98.03,audio_features,2vHfabj6nFebekTYODqntl,spotify:track:2vHfabj6nFebekTYODqntl,https://api.spotify.com/v1/tracks/2vHfabj6nFebekTYODqntl,https://api.spotify.com/v1/audio-analysis/2vHfabj6nFebekTYODqntl,173082,4,Youngblood (Deluxe),2D0Hi3Jj6RFnpWDcSa0Otu
Late Night Talking___Harry Styles,0.714,0.728,10,-4.595,1,0.0468,0.298,0,0.106,0.901,114.996,audio_features,1qEmFfgcLObUfQm0j1W2CK,spotify:track:1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/audio-analysis/1qEmFfgcLObUfQm0j1W2CK,177955,4,Harry's House,5r36AJ6VOJtp00oxSkBZ5h
Get to You Again___Mac Ayres,0.499,0.429,3,-10.288,1,0.0495,0.199,0.000311,0.334,0.277,117.751,audio_features,5pNiAcguRrBdYf5V0QXdir,spotify:track:5pNiAcguRrBdYf5V0QXdir,https://api.spotify.com/v1/tracks/5pNiAcguRrBdYf5V0QXdir,https://api.spotify.com/v1/audio-analysis/5pNiAcguRrBdYf5V0QXdir,267450,4,Something to Feel,02dq5KH5htRQNedTyplLu8
Liggi___Ritviz,0.786,0.667,5,-8.272,1,0.054,0.0112,0.053,0.074,0.688,102.046,audio_features,7tbzfR8ZvZzJEzy6v0d6el,spotify:track:7tbzfR8ZvZzJEzy6v0d6el,https://api.spotify.com/v1/tracks/7tbzfR8ZvZzJEzy6v0d6el,https://api.spotify.com/v1/audio-analysis/7tbzfR8ZvZzJEzy6v0d6el,181176,4,Dev,6y1pmHE0VptaUzu39ApqqE
Befikar___Tanzeel Khan,0.7,0.502,11,-8.958,1,0.0425,0.603,0,0.08,0.407,129.977,audio_features,0Qxis7LXvwqhCO2qOKCmLX,spotify:track:0Qxis7LXvwqhCO2qOKCmLX,https://api.spotify.com/v1/tracks/0Qxis7LXvwqhCO2qOKCmLX,https://api.spotify.com/v1/audio-analysis/0Qxis7LXvwqhCO2qOKCmLX,204923,4,Befikar,33KloUY2J8WBQI5BisMJ8E
Sensitive Heart___Yoke Lore,0.637,0.604,0,-8.216,1,0.044,0.0595,0.00819,0.169,0.397,118.053,audio_features,2p9EppHNKUFNg6em9N0G3N,spotify:track:2p9EppHNKUFNg6em9N0G3N,https://api.spotify.com/v1/tracks/2p9EppHNKUFNg6em9N0G3N,https://api.spotify.com/v1/audio-analysis/2p9EppHNKUFNg6em9N0G3N,187314,4,Sensitive Heart,1Na2JrHx5UQvDiqjnH6MaX
She Don't (feat. Ty Dolla $Ign)___Ella Mai,0.649,0.478,7,-7.503,0,0.0481,0.274,0,0.176,0.151,99.967,audio_features,01JPQ87UHeGysPVwTqMJHK,spotify:track:01JPQ87UHeGysPVwTqMJHK,https://api.spotify.com/v1/tracks/01JPQ87UHeGysPVwTqMJHK,https://api.spotify.com/v1/audio-analysis/01JPQ87UHeGysPVwTqMJHK,264098,4,Time,0AoPcGhCHaz9K96DoJoKlu
